"","V1","V2","NA"
"","PACSIN1","SYNJ1","IN_SAME_COMPONENT"
"","PACSIN1","WASL","IN_SAME_COMPONENT"
"","PACSIN1","PACSIN1","REACTS_WITH"
"","PADI1","PADI1","REACTS_WITH"
"","PAK1","PXN","IN_SAME_COMPONENT"
"","PAK1","RAC1","IN_SAME_COMPONENT"
"","PAK1","PAK1","REACTS_WITH"
"","PAK1","ABL1","STATE_CHANGE"
"","PAK1","LIMK1","STATE_CHANGE"
"","PAK1","MYLK","STATE_CHANGE"
"","PAK1","RAF1","STATE_CHANGE"
"","PAK1","SYN1","STATE_CHANGE"
"","PCLO","PFN1","IN_SAME_COMPONENT"
"","PCLO","RAB3A","IN_SAME_COMPONENT"
"","PCLO","RABAC1","IN_SAME_COMPONENT"
"","PCLO","RIMS2","IN_SAME_COMPONENT"
"","PCLO","PCLO","REACTS_WITH"
"","PDE1A","PDE1A","REACTS_WITH"
"","PDE1B","PDE1B","REACTS_WITH"
"","PDE1C","PDE1C","REACTS_WITH"
"","PDE2A","PDE2A","REACTS_WITH"
"","PDE3A","PDE3A","REACTS_WITH"
"","PDE3B","PDE3B","REACTS_WITH"
"","PDE4D","PDE4D","REACTS_WITH"
"","PDGFRB","PTPN11","IN_SAME_COMPONENT"
"","PDGFRB","SH2B2","IN_SAME_COMPONENT"
"","PDGFRB","SLC9A3R1","IN_SAME_COMPONENT"
"","PDGFRB","PDGFRB","REACTS_WITH"
"","PDGFRB","PLCG1","STATE_CHANGE"
"","PDPK1","PDPK1","REACTS_WITH"
"","PDPK1","AKT1","STATE_CHANGE"
"","PDPK1","PRKCA","STATE_CHANGE"
"","PDPK1","RPS6KA1","STATE_CHANGE"
"","PDPK1","RPS6KB1","STATE_CHANGE"
"","PENK","PENK","REACTS_WITH"
"","PFN1","PFN1","REACTS_WITH"
"","PICK1","PICK1","REACTS_WITH"
"","PIK3CA","PTPN11","IN_SAME_COMPONENT"
"","PIK3CA","SHC1","IN_SAME_COMPONENT"
"","PIK3CA","TUBA1A","IN_SAME_COMPONENT"
"","PIK3CA","PIK3CA","REACTS_WITH"
"","PIN1","PIN1","REACTS_WITH"
"","PIP4K2A","PIP4K2A","REACTS_WITH"
"","PIP5K1C","TLN1","IN_SAME_COMPONENT"
"","PIP5K1C","PIP5K1C","REACTS_WITH"
"","PKIA","PRKACA","IN_SAME_COMPONENT"
"","PKIA","PKIA","REACTS_WITH"
"","PKN1","PPP1R14A","STATE_CHANGE"
"","PLCB1","PLCB1","REACTS_WITH"
"","PLCG1","SYN1","IN_SAME_COMPONENT"
"","PLCG1","PLCG1","REACTS_WITH"
"","PLD2","PLD2","REACTS_WITH"
"","PPFIA1","PPFIA1","REACTS_WITH"
"","PPFIA3","RIMS1","IN_SAME_COMPONENT"
"","PPFIA3","PPFIA3","REACTS_WITH"
"","PPFIA4","RIMS1","IN_SAME_COMPONENT"
"","PPFIA4","PPFIA4","REACTS_WITH"
"","PPM1A","BAD","STATE_CHANGE"
"","PPM1F","CAMK1","STATE_CHANGE"
"","PPM1F","CAMK2A","STATE_CHANGE"
"","PPM1F","CAMK4","STATE_CHANGE"
"","PPP1CC","PPP1R1A","IN_SAME_COMPONENT"
"","PPP1CC","PPP1R1B","IN_SAME_COMPONENT"
"","PPP1CC","SERPINB2","IN_SAME_COMPONENT"
"","PPP1CC","PPP1CC","REACTS_WITH"
"","PPP1CC","BCL2","STATE_CHANGE"
"","PPP1CC","CAMK2A","STATE_CHANGE"
"","PPP1CC","CFL1","STATE_CHANGE"
"","PPP1CC","CREB1","STATE_CHANGE"
"","PPP1CC","GRIN2A","STATE_CHANGE"
"","PPP1R12B","PPP1R14A","IN_SAME_COMPONENT"
"","PPP1R12B","PPP1R12B","REACTS_WITH"
"","PPP1R12B","MYO18A","STATE_CHANGE"
"","PPP1R14A","PPP1R14A","REACTS_WITH"
"","PPP1R1A","PPP1R1A","REACTS_WITH"
"","PPP1R1B","PPP1R1B","REACTS_WITH"
"","PPP2CA","SNCA","IN_SAME_COMPONENT"
"","PPP2CA","PPP2CA","REACTS_WITH"
"","PPP2R5C","PPP2R5C","REACTS_WITH"
"","PPP2R5C","AKT1","STATE_CHANGE"
"","PPP2R5C","BAD","STATE_CHANGE"
"","PPP2R5C","BCAR1","STATE_CHANGE"
"","PPP2R5C","BCL2","STATE_CHANGE"
"","PPP2R5C","CACNA1C","STATE_CHANGE"
"","PPP2R5C","CAMK1","STATE_CHANGE"
"","PPP2R5C","CAMK4","STATE_CHANGE"
"","PPP2R5C","CFL1","STATE_CHANGE"
"","PPP2R5C","CREB1","STATE_CHANGE"
"","PPP2R5C","GRIN2A","STATE_CHANGE"
"","PPP2R5C","GSK3A","STATE_CHANGE"
"","PPP2R5C","NEFH","STATE_CHANGE"
"","PPP3CA","DNM1","STATE_CHANGE"
"","PPP3CA","SYNJ1","STATE_CHANGE"
"","PPP3R1","PPP3R1","REACTS_WITH"
"","PPP3R1","BAD","STATE_CHANGE"
"","PPP3R1","CACNA1C","STATE_CHANGE"
"","PPP3R1","CREB1","STATE_CHANGE"
"","PPP3R1","GABRA1","STATE_CHANGE"
"","PPP3R1","GRIN2A","STATE_CHANGE"
"","PPP3R1","ITPR1","STATE_CHANGE"
"","PPP3R1","MAP2","STATE_CHANGE"
"","PPP3R1","MAPT","STATE_CHANGE"
"","PPP3R1","NFATC1","STATE_CHANGE"
"","PPP3R1","NOS1","STATE_CHANGE"
"","PPP3R1","PPP1R1A","STATE_CHANGE"
"","PPP3R1","PPP1R1B","STATE_CHANGE"
"","PPP3R1","PTPN5","STATE_CHANGE"
"","PPP3R1","SYN1","STATE_CHANGE"
"","PPP3R1","TUBA1A","STATE_CHANGE"
"","PPP5C","MAPT","STATE_CHANGE"
"","PRKACA","PRKACA","REACTS_WITH"
"","PRKACA","ADRB2","STATE_CHANGE"
"","PRKACA","ATP2B1","STATE_CHANGE"
"","PRKACA","BAD","STATE_CHANGE"
"","PRKACA","CACNA1A","STATE_CHANGE"
"","PRKACA","CACNA1C","STATE_CHANGE"
"","PRKACA","CAMKK2","STATE_CHANGE"
"","PRKACA","CREB1","STATE_CHANGE"
"","PRKACA","CREBBP","STATE_CHANGE"
"","PRKACA","DNAJC5","STATE_CHANGE"
"","PRKACA","DRD1","STATE_CHANGE"
"","PRKACA","FLNA","STATE_CHANGE"
"","PRKACA","GABRA1","STATE_CHANGE"
"","PRKACA","GDNF","STATE_CHANGE"
"","PRKACA","GLRA1","STATE_CHANGE"
"","PRKACA","GRIA1","STATE_CHANGE"
"","PRKACA","GRIK1","STATE_CHANGE"
"","PRKACA","GRIN2A","STATE_CHANGE"
"","PRKACA","GRM7","STATE_CHANGE"
"","PRKACA","ITPR1","STATE_CHANGE"
"","PRKACA","KCND2","STATE_CHANGE"
"","PRKACA","KCNJ4","STATE_CHANGE"
"","PRKACA","MAP2","STATE_CHANGE"
"","PRKACA","MAPT","STATE_CHANGE"
"","PRKACA","NAPA","STATE_CHANGE"
"","PRKACA","NAPB","STATE_CHANGE"
"","PRKACA","NFATC1","STATE_CHANGE"
"","PRKACA","NFKB1","STATE_CHANGE"
"","PRKACA","NOS1","STATE_CHANGE"
"","PRKACA","PDE3A","STATE_CHANGE"
"","PRKACA","PDE3B","STATE_CHANGE"
"","PRKACA","PDE4D","STATE_CHANGE"
"","PRKACA","PDE5A","STATE_CHANGE"
"","PRKACA","PLCB1","STATE_CHANGE"
"","PRKACA","PLCG1","STATE_CHANGE"
"","PRKACA","PPP1R1A","STATE_CHANGE"
"","PRKACA","PPP1R1B","STATE_CHANGE"
"","PRKACA","PTPN5","STATE_CHANGE"
"","PRKACA","RAF1","STATE_CHANGE"
"","PRKACA","RAP1A","STATE_CHANGE"
"","PRKACA","RIMS1","STATE_CHANGE"
"","PRKACA","RPH3A","STATE_CHANGE"
"","PRKACA","SNAPIN","STATE_CHANGE"
"","PRKACA","SNPH","STATE_CHANGE"
"","PRKACA","STK24","STATE_CHANGE"
"","PRKACA","SYN1","STATE_CHANGE"
"","PRKCA","PRKCA","REACTS_WITH"
"","PRKCA","ABL1","STATE_CHANGE"
"","PRKCA","ADCY2","STATE_CHANGE"
"","PRKCA","ADCY5","STATE_CHANGE"
"","PRKCA","ADD1","STATE_CHANGE"
"","PRKCA","ADRBK1","STATE_CHANGE"
"","PRKCA","ATP2B1","STATE_CHANGE"
"","PRKCA","BCL2","STATE_CHANGE"
"","PRKCA","CACNA1B","STATE_CHANGE"
"","PRKCA","CACNA1C","STATE_CHANGE"
"","PRKCA","DGUOK","STATE_CHANGE"
"","PRKCA","EIF4E","STATE_CHANGE"
"","PRKCA","GABRA1","STATE_CHANGE"
"","PRKCA","GAP43","STATE_CHANGE"
"","PRKCA","GLRA1","STATE_CHANGE"
"","PRKCA","GRIA1","STATE_CHANGE"
"","PRKCA","GRIK1","STATE_CHANGE"
"","PRKCA","GRIN2A","STATE_CHANGE"
"","PRKCA","GRM1","STATE_CHANGE"
"","PRKCA","GRM7","STATE_CHANGE"
"","PRKCA","GSK3A","STATE_CHANGE"
"","PRKCA","IRS1","STATE_CHANGE"
"","PRKCA","MAP2","STATE_CHANGE"
"","PRKCA","MARCKS","STATE_CHANGE"
"","PRKCA","MBP","STATE_CHANGE"
"","PRKCA","NFASC","STATE_CHANGE"
"","PRKCA","NOS1","STATE_CHANGE"
"","PRKCA","NSF","STATE_CHANGE"
"","PRKCA","PICK1","STATE_CHANGE"
"","PRKCA","PLAA","STATE_CHANGE"
"","PRKCA","PLCB1","STATE_CHANGE"
"","PRKCA","PPP1R14A","STATE_CHANGE"
"","PRKCA","RAF1","STATE_CHANGE"
"","PRKCA","RASGRP3","STATE_CHANGE"
"","PRKCA","STX1A","STATE_CHANGE"
"","PRKCA","TIAM1","STATE_CHANGE"
"","PRKD1","YWHAH","STATE_CHANGE"
"","PRKG1","SEPT3","STATE_CHANGE"
"","PRKG2","PRKG2","REACTS_WITH"
"","PRKG2","CD38","STATE_CHANGE"
"","PRKG2","CREB1","STATE_CHANGE"
"","PRKG2","GRM7","STATE_CHANGE"
"","PRKG2","NOS1","STATE_CHANGE"
"","PRKG2","PDE5A","STATE_CHANGE"
"","PROK2","PROK2","REACTS_WITH"
"","PROKR1","EIF2S1","STATE_CHANGE"
"","PRSS1","PRSS1","REACTS_WITH"
"","PSD3","PSD3","SEQUENTIAL_CATALYSIS"
"","PSEN1","SRI","IN_SAME_COMPONENT"
"","PSEN1","PSEN1","REACTS_WITH"
"","PTAFR","PTAFR","REACTS_WITH"
"","PTK2B","SRC","IN_SAME_COMPONENT"
"","PTK2B","PTK2B","REACTS_WITH"
"","PTK2B","EGFR","STATE_CHANGE"
"","PTK2B","KCNA2","STATE_CHANGE"
"","PTK2","PXN","IN_SAME_COMPONENT"
"","PTK2","SRC","IN_SAME_COMPONENT"
"","PTK2","PTK2","REACTS_WITH"
"","PTK2","ACTN3","STATE_CHANGE"
"","PTK2","SHC1","STATE_CHANGE"
"","PTPN11","PTPN11","REACTS_WITH"
"","PTPN11","GAB1","STATE_CHANGE"
"","PTPN11","PXN","STATE_CHANGE"
"","PTPN11","SPRY1","STATE_CHANGE"
"","PTPN1","INSR","STATE_CHANGE"
"","PTPN5","MAPK1","STATE_CHANGE"
"","PTPRA","PTPRA","REACTS_WITH"
"","PTPRA","FYN","STATE_CHANGE"
"","PTPRA","LCK","STATE_CHANGE"
"","PTPRA","SRC","STATE_CHANGE"
"","PTPRN","SPTBN2","IN_SAME_COMPONENT"
"","PTPRN","PTPRN","REACTS_WITH"
"","PXN","PXN","REACTS_WITH"
"","RAB3A","RABAC1","IN_SAME_COMPONENT"
"","RAB3A","RIMS1","IN_SAME_COMPONENT"
"","RAB3A","RPH3A","IN_SAME_COMPONENT"
"","RAB3A","RAB3A","REACTS_WITH"
"","RABAC1","VAMP2","IN_SAME_COMPONENT"
"","RABAC1","RABAC1","REACTS_WITH"
"","RAC1","RAC1","REACTS_WITH"
"","RAF1","RAP1A","IN_SAME_COMPONENT"
"","RAF1","RHEB","IN_SAME_COMPONENT"
"","RAF1","YWHAH","IN_SAME_COMPONENT"
"","RAF1","RAF1","REACTS_WITH"
"","RAF1","BAD","STATE_CHANGE"
"","RAF1","MAP4K1","STATE_CHANGE"
"","RALA","RALBP1","IN_SAME_COMPONENT"
"","RALA","RALA","REACTS_WITH"
"","RALBP1","REPS1","IN_SAME_COMPONENT"
"","RALBP1","RALBP1","REACTS_WITH"
"","RALBP1","CDC42","STATE_CHANGE"
"","RALBP1","RAC1","STATE_CHANGE"
"","RALGDS","RAP1A","IN_SAME_COMPONENT"
"","RALGDS","RAP2A","IN_SAME_COMPONENT"
"","RALGDS","RALGDS","REACTS_WITH"
"","RALGDS","RALA","STATE_CHANGE"
"","RAP1A","RAP1A","REACTS_WITH"
"","RAP1GAP","RAP1GAP","SEQUENTIAL_CATALYSIS"
"","RAP1GAP","RAP1A","STATE_CHANGE"
"","RAP2A","RAP2A","REACTS_WITH"
"","RAPGEF1","RAPGEF1","REACTS_WITH"
"","RAPGEF1","NRAS","STATE_CHANGE"
"","RAPGEF1","RAP1A","STATE_CHANGE"
"","RAPGEF2","RAPGEF2","SEQUENTIAL_CATALYSIS"
"","RAPGEF2","RAP1A","STATE_CHANGE"
"","RAPGEF2","RAP2A","STATE_CHANGE"
"","RAPGEF3","RAPGEF3","REACTS_WITH"
"","RAPGEF3","RAP1A","STATE_CHANGE"
"","RAPGEF4","RIMS1","IN_SAME_COMPONENT"
"","RAPGEF4","RAPGEF4","REACTS_WITH"
"","RASA4","RASA4","REACTS_WITH"
"","RASA4","NRAS","STATE_CHANGE"
"","RASGRF1","RASGRF1","REACTS_WITH"
"","RASGRF1","NRAS","STATE_CHANGE"
"","RASGRF1","RAC1","STATE_CHANGE"
"","RASGRP3","RASGRP3","REACTS_WITH"
"","RASGRP3","NRAS","STATE_CHANGE"
"","RASGRP3","RAP1A","STATE_CHANGE"
"","RBP1","SHC1","IN_SAME_COMPONENT"
"","RBP1","RBP1","REACTS_WITH"
"","RDX","RDX","REACTS_WITH"
"","RELN","RELN","REACTS_WITH"
"","REPS1","REPS1","REACTS_WITH"
"","RGS19","RGS19","SEQUENTIAL_CATALYSIS"
"","RGS19","GNAQ","STATE_CHANGE"
"","RGS2","RGS2","REACTS_WITH"
"","RGS2","GNA11","STATE_CHANGE"
"","RGS2","GNAI3","STATE_CHANGE"
"","RGS2","GNAQ","STATE_CHANGE"
"","RGS4","RGS4","SEQUENTIAL_CATALYSIS"
"","RGS4","GNAQ","STATE_CHANGE"
"","RHEB","RHEB","REACTS_WITH"
"","RIMS1","RPH3A","IN_SAME_COMPONENT"
"","RIMS1","SYT1","IN_SAME_COMPONENT"
"","RIMS1","UNC13A","IN_SAME_COMPONENT"
"","RIMS1","UNC13B","IN_SAME_COMPONENT"
"","RIMS1","YWHAH","IN_SAME_COMPONENT"
"","RIMS1","RIMS1","REACTS_WITH"
"","RIMS2","YWHAH","IN_SAME_COMPONENT"
"","RIMS2","RIMS2","REACTS_WITH"
"","RIN1","YWHAH","IN_SAME_COMPONENT"
"","RIN1","RIN1","REACTS_WITH"
"","RIT2","RIT2","REACTS_WITH"
"","ROCK2","ROCK2","REACTS_WITH"
"","ROCK2","CAPZB","STATE_CHANGE"
"","ROCK2","DPYSL2","STATE_CHANGE"
"","ROCK2","LIMK1","STATE_CHANGE"
"","ROCK2","PPP1R14A","STATE_CHANGE"
"","RPH3A","YWHAH","IN_SAME_COMPONENT"
"","RPH3A","RPH3A","REACTS_WITH"
"","RPS6KA1","BAD","STATE_CHANGE"
"","RPS6KA1","CREB1","STATE_CHANGE"
"","RPS6KA1","EEF2K","STATE_CHANGE"
"","RPS6KA5","CREB1","STATE_CHANGE"
"","RPS6KB1","CREM","STATE_CHANGE"
"","RPS6KB1","EEF2K","STATE_CHANGE"
"","RYR1","SRI","IN_SAME_COMPONENT"
"","RYR1","RYR1","REACTS_WITH"
"","S100A1","SYN1","IN_SAME_COMPONENT"
"","S100A1","S100A1","REACTS_WITH"
"","SCN1A","SYT1","IN_SAME_COMPONENT"
"","SCN1A","SYT2","IN_SAME_COMPONENT"
"","SCN1A","SCN1A","REACTS_WITH"
"","SCN2A","SYT1","IN_SAME_COMPONENT"
"","SCN2A","SYT2","IN_SAME_COMPONENT"
"","SCN2A","SCN2A","REACTS_WITH"
"","SDC1","SDCBP","IN_SAME_COMPONENT"
"","SDC1","SDC1","REACTS_WITH"
"","SDCBP","SLC6A5","IN_SAME_COMPONENT"
"","SDCBP","SDCBP","REACTS_WITH"
"","SEC63","SEC63","REACTS_WITH"
"","SEPT5","STX1A","IN_SAME_COMPONENT"
"","SEPT5","SEPT5","REACTS_WITH"
"","SERPINB2","SERPINB2","REACTS_WITH"
"","SGTA","SGTA","REACTS_WITH"
"","SH2B2","VAV2","IN_SAME_COMPONENT"
"","SH2B2","SH2B2","REACTS_WITH"
"","SH3GL2","SYNJ1","IN_SAME_COMPONENT"
"","SH3GL2","SH3GL2","REACTS_WITH"
"","SH3KBP1","SSTR2","IN_SAME_COMPONENT"
"","SH3KBP1","SH3KBP1","REACTS_WITH"
"","SH3KBP1","ACTN3","STATE_CHANGE"
"","SH3KBP1","JAK2","STATE_CHANGE"
"","SH3KBP1","RBP1","STATE_CHANGE"
"","SH3KBP1","SPRY1","STATE_CHANGE"
"","SHANK1","SHANK1","REACTS_WITH"
"","SHC1","SOS1","IN_SAME_COMPONENT"
"","SHC1","SHC1","REACTS_WITH"
"","SIAH2","VAV2","IN_SAME_COMPONENT"
"","SIAH2","SIAH2","REACTS_WITH"
"","SIPA1","SIPA1","REACTS_WITH"
"","SIPA1","RAP1A","STATE_CHANGE"
"","SIVA1","SIVA1","REACTS_WITH"
"","SLC1A3","STX3","IN_SAME_COMPONENT"
"","SLC1A3","SLC1A3","REACTS_WITH"
"","SLC6A1","STX1A","IN_SAME_COMPONENT"
"","SLC6A1","SLC6A1","REACTS_WITH"
"","SLC6A5","STX1A","IN_SAME_COMPONENT"
"","SLC6A5","SLC6A5","REACTS_WITH"
"","SLC6A9","STX1A","IN_SAME_COMPONENT"
"","SLC6A9","SLC6A9","REACTS_WITH"
"","SLC9A3R1","SLC9A3R1","REACTS_WITH"
"","SNAP29","STX1A","IN_SAME_COMPONENT"
"","SNAP29","SNAP29","REACTS_WITH"
"","SNAP91","SNAP91","REACTS_WITH"
"","SNAPIN","SNAPIN","REACTS_WITH"
"","SNCA","SNCAIP","IN_SAME_COMPONENT"
"","SNCAIP","SNCAIP","REACTS_WITH"
"","SNCA","SNCA","REACTS_WITH"
"","SNPH","STX1A","IN_SAME_COMPONENT"
"","SNPH","STX3","IN_SAME_COMPONENT"
"","SNPH","SNPH","REACTS_WITH"
"","SNTA1","SNTA1","REACTS_WITH"
"","SOS1","SOS1","REACTS_WITH"
"","SOS1","NRAS","STATE_CHANGE"
"","SPRY1","SPRY1","REACTS_WITH"
"","SPTAN1","SYN1","IN_SAME_COMPONENT"
"","SPTAN1","SPTAN1","REACTS_WITH"
"","SPTBN2","SPTBN2","REACTS_WITH"
"","SRC","SYN1","IN_SAME_COMPONENT"
"","SRC","SRC","REACTS_WITH"
"","SRC","ADRBK1","STATE_CHANGE"
"","SRC","BCAR1","STATE_CHANGE"
"","SRC","CACNA1C","STATE_CHANGE"
"","SRC","CTTN","STATE_CHANGE"
"","SRC","GABRA1","STATE_CHANGE"
"","SRC","GLRA1","STATE_CHANGE"
"","SRC","GRIN2A","STATE_CHANGE"
"","SRC","KHDRBS2","STATE_CHANGE"
"","SRC","MUSK","STATE_CHANGE"
"","SRC","PLCG1","STATE_CHANGE"
"","SRC","SHC1","STATE_CHANGE"
"","SRC","SPTBN2","STATE_CHANGE"
"","SRC","SYK","STATE_CHANGE"
"","SRC","VAV2","STATE_CHANGE"
"","SRF","TCF7","IN_SAME_COMPONENT"
"","SRF","SRF","REACTS_WITH"
"","SRI","SRI","REACTS_WITH"
"","SRP54","SRPR","IN_SAME_COMPONENT"
"","SRP54","SRP54","REACTS_WITH"
"","SRPR","SRPR","REACTS_WITH"
"","SSTR1","SSTR1","REACTS_WITH"
"","SSTR2","SSTR2","REACTS_WITH"
"","STAT1","STAT1","REACTS_WITH"
"","STAT5A","STAT5A","REACTS_WITH"
"","STON2","SYT1","IN_SAME_COMPONENT"
"","STON2","STON2","REACTS_WITH"
"","STX1A","STXBP6","IN_SAME_COMPONENT"
"","STX1A","SYBU","IN_SAME_COMPONENT"
"","STX1A","SYT1","IN_SAME_COMPONENT"
"","STX1A","UNC13A","IN_SAME_COMPONENT"
"","STX1A","VAMP1","IN_SAME_COMPONENT"
"","STX1A","VAMP2","IN_SAME_COMPONENT"
"","STX1A","STX1A","REACTS_WITH"
"","STX1B","UNC13A","IN_SAME_COMPONENT"
"","STX1B","STX1B","REACTS_WITH"
"","STX3","STXBP6","IN_SAME_COMPONENT"
"","STX3","SYT1","IN_SAME_COMPONENT"
"","STX3","UNC13B","IN_SAME_COMPONENT"
"","STX3","VAMP1","IN_SAME_COMPONENT"
"","STX3","STX3","REACTS_WITH"
"","STX4","STX4","REACTS_WITH"
"","STXBP6","STXBP6","REACTS_WITH"
"","SV2A","SYT1","IN_SAME_COMPONENT"
"","SV2A","SV2A","REACTS_WITH"
"","SYBU","SYBU","REACTS_WITH"
"","SYK","SYK","REACTS_WITH"
"","SYK","PLCG1","STATE_CHANGE"
"","SYK","TUBA1A","STATE_CHANGE"
"","SYN1","SYN2","IN_SAME_COMPONENT"
"","SYN1","SYN3","IN_SAME_COMPONENT"
"","SYN1","SYN1","REACTS_WITH"
"","SYN2","SYN3","IN_SAME_COMPONENT"
"","SYN2","SYN2","REACTS_WITH"
"","SYN3","SYN3","REACTS_WITH"
"","SYNGAP1","SYNGAP1","REACTS_WITH"
"","SYNGAP1","NRAS","STATE_CHANGE"
"","SYNJ1","SYNJ1","REACTS_WITH"
"","SYP","VAMP1","IN_SAME_COMPONENT"
"","SYP","SYP","REACTS_WITH"
"","SYT1","SYT2","IN_SAME_COMPONENT"
"","SYT1","SYT1","REACTS_WITH"
"","SYT2","SYT2","REACTS_WITH"
"","TAF1","TAF1","REACTS_WITH"
"","TBR1","TBR1","REACTS_WITH"
"","TCF7","TCF7","REACTS_WITH"
"","TIAM1","TIAM1","REACTS_WITH"
"","TIAM1","RAC1","STATE_CHANGE"
"","TLN1","VCL","IN_SAME_COMPONENT"
"","TLN1","TLN1","REACTS_WITH"
"","TP53BP1","YWHAH","IN_SAME_COMPONENT"
"","TP53BP1","TP53BP1","REACTS_WITH"
"","TSC2","TSC2","SEQUENTIAL_CATALYSIS"
"","TSC2","RAP1A","STATE_CHANGE"
"","TUBA1A","TUBA1A","REACTS_WITH"
"","UNC13A","UNC13A","REACTS_WITH"
"","UNC13B","UNC13B","REACTS_WITH"
"","VAMP1","VAMP1","REACTS_WITH"
"","VAMP2","VAMP2","REACTS_WITH"
"","VAPA","VAPA","REACTS_WITH"
"","VASP","VASP","REACTS_WITH"
"","VAV2","ZAP70","IN_SAME_COMPONENT"
"","VAV2","VAV2","REACTS_WITH"
"","VAV2","ARHGAP1","STATE_CHANGE"
"","VAV2","CDC42","STATE_CHANGE"
"","VAV2","RAC1","STATE_CHANGE"
"","VCL","VCL","REACTS_WITH"
"","VDAC2","VDAC2","REACTS_WITH"
"","VRK1","ATF2","STATE_CHANGE"
"","VSNL1","VSNL1","REACTS_WITH"
"","VTN","VTN","REACTS_WITH"
"","WASF1","WASF1","REACTS_WITH"
"","WASL","WASL","REACTS_WITH"
"","WNT6","WNT6","REACTS_WITH"
"","XIAP","XIAP","REACTS_WITH"
"","YES1","YES1","REACTS_WITH"
"","YWHAH","YWHAH","REACTS_WITH"
"","ZAP70","ZAP70","REACTS_WITH"
"","ZAP70","TUBA1A","STATE_CHANGE"
